sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,weight,product_online,tax_class_name,visibility,price,special_price,url_key,brand,strain,sava_product_type,helps_with,daytime_nightime,cannabinoids,region,psychoactivity,cbd_thc_ratios,terpenes,dose,size,color,scent,flavor,qty,use_config_min_qty,is_qty_decimal,is_in_stock,stock_status,manage_stock,source_tracking_mode,configurable_variations,configurable_variation_labels,associated_skus,intro_text,short_description,description,ingredients,dosing,base_image,small_image,thumbnail_image,additional_images,internal_name,errors
S901PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Do Si Dos Cartridge",,1,,Catalog,40,,sonder-do-si-dos-cartridge,Sonder,"Indica-Dominant Hybrid",Vaping,Mood|Sleep|Pain|Stress,Nighttime,THC|CBD,Mendocino,,,,,,,,,,1,,,,1,None,,,,"An indica hybrid to help you chill out and slow down.","<p>Want to feel music more deeply, ponder the physics of space-time travel and get tingly all over as you Do Si Dos your partner round and round? This pungent earthy strain keeps your feet on the ground while your problems wander away.</p>","<p>Want to feel music more deeply, ponder the physics of space-time travel and get tingly all over as you Do Si Dos your partner round and round? A classic head high is balanced with a super relaxed body feel, manifesting your destiny for a deeply chill experience. This pungent earthy strain keeps your feet on the ground while your problems wander away.
GOOD FOR:
Becoming mayor of Euphoria-town, floating in your bathtub, cosmic connection with your neighbor</p>
<p>TASTES:
Earthy, Sweet, Pungent</p>
<p>FEELS:
Relaxed, Euphoric, Sleepy</p>","<p>Cannabis oil</p>","<p>2 mg CBD - 305 mg THC
Sonder cartridges are bottom airflow and work best with Sonder and most 510 power supplies.  If using a power supply made for top airflow cartridges, loosen the cartridge slightly to let air through.  Extreme temperatures can cause your cartridge to leak or become inoperable. Optimal temperature for operation is 50°-85°F.</p>",https://images.ctfassets.net/4a6u5f7bz40f/3GCYp6ISRLLqewTzYIJmAT/fc66665bed92c07a8e79863f266a2175/sonder-dosidos-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3GCYp6ISRLLqewTzYIJmAT/fc66665bed92c07a8e79863f266a2175/sonder-dosidos-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3GCYp6ISRLLqewTzYIJmAT/fc66665bed92c07a8e79863f266a2175/sonder-dosidos-cart.jpg,,"Sonder - Do Si Dos Cartridge",
S099PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"G.S. Cookies Cartridge",,1,,Catalog,40,,sonder-g-s-cookies-cartridge,Sonder,"Balanced Hybrid",Vaping,Anxiety|Mood|Stress,Nighttime,THC|CBD,,,,,,,,,,,1,,,,1,None,,,,"A tasty hybrid to melt away the no-good-day and bring about good vibes only.","<p>Good for becoming mayor of Euphoria-town, floating in your bathtub, and forming a cosmic connection with your neighbor.</p>","<p>This tasty morsel of magic will melt away the no-good-day, the unsolvable problem, the unnecessarily unpleasant co-worker, and will replace it with a metaphorical plate of cosmic cookies opening new pathways to friendlier faces. Why not grab a glass of milk, our G.S. Cookies cartridge and write a wish list to Santa.</p>","<p>Cannabis oil</p>","<p>5 mg CBD - 332 mg THC
Sonder cartridges are bottom airflow and work best with Sonder and most 510 power supplies.  If using a power supply made for top airflow cartridges, loosen the cartridge slightly to let air through.  Extreme temperatures can cause your cartridge to leak or become inoperable. Optimal temperature for operation is 50°-85°F.</p>",https://images.ctfassets.net/4a6u5f7bz40f/7Aw4DZxbVQtxPgy1Mb3mX1/8567d7fd144370a4ecbbb488938239b3/sonder-rainbow-flame-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/7Aw4DZxbVQtxPgy1Mb3mX1/8567d7fd144370a4ecbbb488938239b3/sonder-rainbow-flame-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/7Aw4DZxbVQtxPgy1Mb3mX1/8567d7fd144370a4ecbbb488938239b3/sonder-rainbow-flame-cart.jpg,,"Sonder - G.S. Cookies Cartridge",
SD54PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Gorilla No. 4 Cartridge",,1,,Catalog,40,,sonder-gorilla-no-4-cartridge,Sonder,,Vaping,Anxiety|Mood|Sleep|Pain|Stress,Nighttime,THC,,,,,,,,,,,1,,,,1,None,,,,"This hybrid provides heavy handed euphoria to help you relax.","<p>Good for Netflix and chill, obliterating a stressful day, summer afternoon naps.</p>","<p>Snuggle up with this cozy 800 lb gorilla of relaxation and ride mellow waves of bliss that will at some point gently carry you off to sleep. Pungent and sweet, Gorilla No. 4’s heavy handed euphoria and dreamy quality will keep you coming back for more from this great purple ape.</p>","<p>Cannabis oil</p>","<p>325 mg THC
Sonder cartridges are bottom airflow and work best with Sonder and most 510 power supplies.  If using a power supply made for top airflow cartridges, loosen the cartridge slightly to let air through.  Extreme temperatures can cause your cartridge to leak or become inoperable. Optimal temperature for operation is 50°-85°F.</p>",https://images.ctfassets.net/4a6u5f7bz40f/2cWHE1OXSPI3brzbOBJBvN/51446c70041305803be48bf943dfe422/sonder-gelato-glue-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2cWHE1OXSPI3brzbOBJBvN/51446c70041305803be48bf943dfe422/sonder-gelato-glue-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2cWHE1OXSPI3brzbOBJBvN/51446c70041305803be48bf943dfe422/sonder-gelato-glue-cart.jpg,,"Sonder - Gorilla No. 4 Cartridge",
SA26PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Athletic Recovery,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Hangover,Shop/Explore/Feeling/Daytime",base,"Blue Dream Cartridge",,1,,Catalog,40,,sonder-blue-dream-cartridge,Sonder,"Sativa-Dominant Hybrid",Vaping,"Mood|Pain|Stress|Athletic Recovery|Focus|Hangover",Daytime,THC|CBD,Mendocino,,,,,,,,,,1,,,,1,None,,,,"A popular hybrid good for a playful social high.","<p>Blue Dream provides heightened auditory and visual senses. That dinner party on the moon tonight is looking way more manageable after a few hits of this sativa-dominant hybrid from California.</p>","<p>Reach for the stars with this potent and popular strain. Look for heightened auditory and visual senses as you blast off into a playful, relaxed, social high. That dinner party on the moon tonight is looking way more manageable after a few hits of this sativa-dominant hybrid from California. Who knows, you may even pick up a new interstellar friend by the end of the night.
GOOD FOR:
Intergalactic mind travel, getting out of your shell, softening your shoulders</p>
<p>TASTES:
Fruity, Earthy, Blueberry</p>
<p>FEELS:
Relaxed, Happy, Euphoric</p>","<p>Cannabis oil</p>","<p>74% THC
Sonder cartridges are bottom airflow and work best with Sonder and most 510 power supplies.  If using a power supply made for top airflow cartridges, loosen the cartridge slightly to let air through.  Extreme temperatures can cause your cartridge to leak or become inoperable. Optimal temperature for operation is 50°-85°F.</p>",https://images.ctfassets.net/4a6u5f7bz40f/6hqfIMKtrdZGzlIwMJ7kQQ/20227d3714dc8157ec414fffaadfed18/sonder-blue-dream-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6hqfIMKtrdZGzlIwMJ7kQQ/20227d3714dc8157ec414fffaadfed18/sonder-blue-dream-cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6hqfIMKtrdZGzlIwMJ7kQQ/20227d3714dc8157ec414fffaadfed18/sonder-blue-dream-cart.jpg,,"Sonder - Blue Dream Cartridge",
SA30PRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Headache,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Athletic Recovery,Shop/Explore/Feeling/Anytime",base,"Strawberry Fields Half Ounce Sun Grown Flower",,1,,Catalog,88,,bloom-farms-strawberry-fields-half-ounce-sun-grown-flower,"Bloom Farms",Sativa,Flower,"Mood|Headache|Sleep|Muscle pain|Pain|Stress|Athletic Recovery",Anytime,THC,,,,,,,,,,,1,,,,1,None,,,,"A sativa to have you feeling relaxed and stress-free.","<p>Strawberry Fields provides an uplifted sense of euphoria and body relaxation. Helps with muscle tension, sleep, and headaches.</p>","<p>Strawberry Fields will have you feeling relaxed and stress-free. After an uplifted sense of euphoria, your mind and body will feel calm and easy. Expect physical sensations to follow, which will help with muscle tension, sleep, and headaches.
Net Wt. = .5 oz/ 14.17 g</p>","<p>Premium sun grown natural cannabis flower</p>","<p>24.91% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/STqZ2B8DeTUoKRxHf1WAu/d4316f75e1c8d9cf71f9f787effd0c2e/BF-Pouch-SGF-1000x1000_STRAWBERRYF.png,https://images.ctfassets.net/4a6u5f7bz40f/STqZ2B8DeTUoKRxHf1WAu/d4316f75e1c8d9cf71f9f787effd0c2e/BF-Pouch-SGF-1000x1000_STRAWBERRYF.png,https://images.ctfassets.net/4a6u5f7bz40f/STqZ2B8DeTUoKRxHf1WAu/d4316f75e1c8d9cf71f9f787effd0c2e/BF-Pouch-SGF-1000x1000_STRAWBERRYF.png,,"Bloom Farms - Strawberry Fields Half Ounce Sun Grown Flower",
S2C9PRO1,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant",base,"Sour Sunrise Pax Pod",,1,,"Catalog, Search",40,,raw-garden-sour-sunrise-pax-pod,"Raw Garden","Sativa-Dominant Hybrid","Pax Era Pods|Vaping",,,THC,,,,,,,,,,,1,,,,1,None,,,,"A sativa-dominant hybrid made from Slymer, Raspberry Punch and Sour Stomper.","<p>These pods are high in THC and allow you to expertly control your dose.</p>","<p>Made from 100% Cannabis – no additives or artificial flavors. These pods are high in THC and contain all the natural aromas, flavors, and terpenes of the exceptional flower from which they are extracted. The Pax Era Pro automatically heats each unique Raw Garden pod to its optimal temperature and allows you to expertly control your dose, achieving your perfect cannabis experience every time.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,,"Raw Garden - Sour Sunrise Pax Pod",
SC4BPRO1,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Indica-Dominant",base,"Mendo Clouds Pax Pod",,1,,"Catalog, Search",40,,raw-garden-mendo-clouds-pax-pod,"Raw Garden","Indica-Dominant Hybrid","Pax Era Pods|Vaping",,,THC,,,,,,,,,,,1,,,,1,None,,,,"An indica-dominant hybrid made from Skywalker and Mendo Punch.","<p>These pods are high in THC and allow you to expertly control your dose.</p>","<p>Made from 100% Cannabis – no additives or artificial flavors. These pods are high in THC and contain all the natural aromas, flavors, and terpenes of the exceptional flower from which they are extracted. The Pax Era Pro automatically heats each unique Raw Garden pod to its optimal temperature and allows you to expertly control your dose, achieving your perfect cannabis experience every time.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,,"Raw Garden - Mendo Clouds Pax Pod",
S766PRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Wedding Cake Infused 10-Pack",,1,,Catalog,88,,stone-road-wedding-cake-infused-10-pack,"Stone Road","Indica-Dominant Hybrid",Pre-Rolls,"Inflammation|Sleep|Muscle pain|Pain|Stress",Nighttime,THC,,,,,,,,,,,1,,,,1,None,,,,"Infused with fruity solvent-free hash.","<p>Wedding Cake is a indica-leaning hybrid - a genetic cross of Girl Scout Cookies and Cherry Pie. Infused with fruity hash by Biscotti in Oakland, this gives the joints an additional flavor profile and ensures the joint burns slower and longer.</p>","<p>Wedding Cake is a indica-leaning hybrid - a genetic cross of Girl Scout Cookies and Cherry Pie. This delectable treat is rich with tangy sweet earth and pepper, taking notes and dimension from its OG and Durban Poison parentage. Enjoy this double dose of dense dankness with care. These pre-rolls have been infused with fruity solvent-free hash manufactured in Oakland by Biscotti. This added potency bump gives the joints not only an additional flavor profile but ensures the joint burns slower and longer.</p>","<p>100% natural cannabis</p>","<p>0.09% CBD - 19.55% THC per package</p>",https://images.ctfassets.net/4a6u5f7bz40f/3C224Agg1xa1OFdykqbBZG/0ae5e940992373bdfde39226642423dd/Stone_Road_-_10_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3C224Agg1xa1OFdykqbBZG/0ae5e940992373bdfde39226642423dd/Stone_Road_-_10_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3C224Agg1xa1OFdykqbBZG/0ae5e940992373bdfde39226642423dd/Stone_Road_-_10_pk.jpg,,"Stone Road - Wedding Cake Infused 10-Pack",
S8C3PRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime",base,"Strawberry Banana Infused Single Pre-Roll",,1,,Catalog,16,,stone-road-strawberry-banana-infused-single-pre-roll,"Stone Road","Indica-Dominant Hybrid",Pre-Rolls,Mood|Energy|Creativity|Focus|Energizing|Socializing,Anytime,THC,,,,,,,,,,,1,,,,1,None,,,,"1 gram pre-roll infused with hash that produces happy, peaceful effects.","<p>Strawberry Banana is an indica-hybrid with a sweet, fruity flavor, hence the name. Known for its heavy resin production and high-THC content, Strawberry Banana sharpens creativity and sensory awareness.</p>","<p>Strawberry Banana is an indica-hybrid that is a cross of Banana Kush and the “Strawberry” phenotype of Bubble Gum. Strawberry Banana inherited a sweet, fruity flavor, hence the name. Known for its heavy resin production and high-THC content, Strawberry Banana produces happy, peaceful effects that sharpen creativity and sensory awareness.</p>","<p>Single 100% natural hash-infused cannabis pre-roll.</p>","<p>0.12% CBD - 22.11% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,,"Stone Road - Strawberry Banana Infused Single Pre-Roll",
SFC6PRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Nerve pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Watermelon Skittlez Infused 5-Pack",,1,,Catalog,44,,stone-road-watermelon-skittlez-pre-roll-pack,"Stone Road","Indica-Dominant Hybrid",Pre-Rolls,"Anxiety|Mood|Muscle pain|Nerve pain|Pain|Stress",Nighttime,,,,,,,,,,,,1,,,,1,None,,,,"Best-suited for end of the day use for deep relaxation.","<p>Watermelon Skittlez is an indica-dominant cross of Zkittlez and Watermelon. Perfect for treating mood swings, chronic stress or anxiety, neuropathy and chronic pain.</p>","<p>Watermelon Skittlez is an indica-dominant cross of Zkittlez and Watermelon. Its quick onset delivers a powerful euphoria, with a totally mouthwatering sweet citrusy watermelon flavor profile. Best-suited for the end of the day as this strain will put you into a deeply relaxed state. Perfect for treating mood swings, chronic stress or anxiety, neuropathy and chronic pain.
Each pack contains five .7g joints.</p>","<p>100% natural cannabis</p>","<p>23.10% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/2huuwCvOUr984Esdp8hLVF/363532cbbea7e075ee5dd637d20573d0/Stone_Road_5_pack_white_background.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2huuwCvOUr984Esdp8hLVF/363532cbbea7e075ee5dd637d20573d0/Stone_Road_5_pack_white_background.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2huuwCvOUr984Esdp8hLVF/363532cbbea7e075ee5dd637d20573d0/Stone_Road_5_pack_white_background.jpg,,"Stone Road - Watermelon Skittlez Infused 5-Pack",
